hash,diff,message,project,split,diff_languages
f6339e25af801f6b9564c16b5735972f04680b29,"diff --git a/pymatgen/core/tests/test_trajectory.py b/pymatgen/core/tests/test_trajectory.py
index <HASH>..<HASH> 100644
--- a/pymatgen/core/tests/test_trajectory.py
+++ b/pymatgen/core/tests/test_trajectory.py
@@ -15,7 +15,6 @@ class TrajectoryTest(PymatgenTest):
 
     def setUp(self):
         xdatcar = Xdatcar(os.path.join(test_dir, ""Traj_XDATCAR""))
-        # self.traj = Trajectory.from_structures(xdatcar.structures, const_lattice=True)
         self.traj = Trajectory.from_file(os.path.join(test_dir, ""Traj_XDATCAR""))
         self.structures = xdatcar.structures",Remove commented line in test_trajectory,materialsproject_pymatgen,train,py
017d3ff42430e489040a920720d286f4affe9412,"diff --git a/src/ColumnSortable/SortableLink.php b/src/ColumnSortable/SortableLink.php
index <HASH>..<HASH> 100644
--- a/src/ColumnSortable/SortableLink.php
+++ b/src/ColumnSortable/SortableLink.php
@@ -58,7 +58,7 @@ class SortableLink
         $queryString = http_build_query(
             array_merge(
                 $queryParameters,
-                array_filter(Request::except('sort', 'order', 'page')),
+                array_filter(Request::except('sort', 'order', 'page'), 'strlen'),
                 [
                     'sort' => $sortParameter,
                     'order' => $direction,","Allow columns that have value of 0 to be present

Since array filter considers 0= false, and '0' = false, if you have a column with values 0 and 1, you can't sort that column, as it will be filtered out.

using the strlen filter, you ensure that values like null,empty and false are removed, but you keep values that would be boolean false in php, but they shouldn't.",Kyslik_column-sortable,train,php
c7e4f05b46ea0ab158de3e05dbf9619fa5cf354f,"diff --git a/anonymoususage/tables/statistic.py b/anonymoususage/tables/statistic.py
index <HASH>..<HASH> 100644
--- a/anonymoususage/tables/statistic.py
+++ b/anonymoususage/tables/statistic.py
@@ -26,7 +26,8 @@ class Statistic(Table):
         dt = datetime.datetime.now().strftime(self.time_fmt)
         count = self.count + i
         try:
-            insert_row(self.tracker.dbcon, self.name, self.tracker.uuid, count, dt)
+            with Table.lock:
+                insert_row(self.tracker.dbcon, self.name, self.tracker.uuid, count, dt)
         except sqlite3.Error as e:
             logger.error(e)
         else:
diff --git a/anonymoususage/tables/table.py b/anonymoususage/tables/table.py
index <HASH>..<HASH> 100644
--- a/anonymoususage/tables/table.py
+++ b/anonymoususage/tables/table.py
@@ -4,6 +4,7 @@ import logging
 
 from anonymoususage.tools import *
 from anonymoususage.exceptions import *
+from threading import RLock
 
 logger = logging.getLogger('AnonymousUsage')
 
@@ -14,6 +15,7 @@ class Table(object):
     IPC_COMMANDS = {'GET': ('count',),
                     'SET': (),
                     'ACT': ()}
+    lock = RLock()
 
     def __init__(self, name, tracker):
         if ' ' in name:",added an RLock that can be used around database operations (specifically useful for standalone with multiple connections),lobocv_anonymoususage,train,"py,py"
5472cdc265dca1e975f4446d453b8aa3ce637833,"diff --git a/Database/Model.php b/Database/Model.php
index <HASH>..<HASH> 100644
--- a/Database/Model.php
+++ b/Database/Model.php
@@ -232,7 +232,7 @@ class Model
         // Make sure we haven't already fetched
         // the tables schema.
         if (static::$_schema[static::$_table] === null) {
-            $result = static::connection()->prepare(""DESCRIBE `"" . static::$_table . ""`"")->exec();
+            $result = static::connection()->prepare(""DESCRIBE `{prefix}"" . static::$_table . ""`"")->exec();
             foreach ($result->fetchAll(\PDO::FETCH_COLUMN) as $column) {
                 static::$_schema[static::$_table][$column['Field']] = [
                     'type'    => $column['Type'],",Fixed issue with models and table prefixes.,nirix_radium,train,php
085c4e7aed6bacefee732a594ddf89170bc8adc8,"diff --git a/lib/utils/editor.rb b/lib/utils/editor.rb
index <HASH>..<HASH> 100644
--- a/lib/utils/editor.rb
+++ b/lib/utils/editor.rb
@@ -165,7 +165,7 @@ module Utils
     end
 
     def edit_remote_file(*filenames)
-      if wait?
+      if gui && wait?
         edit_remote_wait(*filenames)
       else
         edit_remote(*filenames)",Only wait if a gui is available.,flori_utils,train,rb
1fee25e78a98b707c95252227d7671b85b32a966,"diff --git a/index.js b/index.js
index <HASH>..<HASH> 100644
--- a/index.js
+++ b/index.js
@@ -142,7 +142,7 @@ Glance.prototype.serveRequest = function Glance$serveRequest (req, res) {
 
       listing.on('end', function () {
         renderPage('Directory Listing', listingHtml, res)
-      }) 
+      })
 
       return self.emit('read', request)
     }
@@ -184,7 +184,7 @@ function errorTitle (errorCode) {
     '403': 'Forbidden',
     '405': 'Method Not Allowed',
     '500': 'Internal Server Error'
-  } 
+  }
   return mappings['' + errorCode]
 }",oh cool i can test right from the repo,jarofghosts_glance,train,js
193b39177f79d2d616daab5c7da3a3146f725986,"diff --git a/setup.py b/setup.py
index <HASH>..<HASH> 100644
--- a/setup.py
+++ b/setup.py
@@ -19,7 +19,7 @@ setup(
         ""pycryptodome"",
         ""lxml"",
         # FIXME python2
-        future
+        ""future""
     ],
     include_package_data=True
 )","Update setup.py (#<I>)

Minor bugfix",pschmitt_pykeepass,train,py
f3ef86df7c359531d3f64415a8ab6fee6ac25451,"diff --git a/js/bootstrap-select.js b/js/bootstrap-select.js
index <HASH>..<HASH> 100644
--- a/js/bootstrap-select.js
+++ b/js/bootstrap-select.js
@@ -2269,8 +2269,6 @@
     },
 
     checkDisabled: function () {
-      var that = this;
-
       if (this.isDisabled()) {
         this.$newElement[0].classList.add(classNames.DISABLED);
         this.$button.addClass(classNames.DISABLED).attr('tabindex', -1).attr('aria-disabled', true);",remove unnecessary var that declaration (#<I>),snapappointments_bootstrap-select,train,js
405ce3e4c2d71627cefa0040b07c99b063d90a42,"diff --git a/lib/db/mongodb.js b/lib/db/mongodb.js
index <HASH>..<HASH> 100644
--- a/lib/db/mongodb.js
+++ b/lib/db/mongodb.js
@@ -5,7 +5,6 @@
  */
 module.exports = (function(){
     'use strict';
-
     var db = {},
         config = require('../config'),
         event = require('../event'),
@@ -34,6 +33,7 @@ module.exports = (function(){
 
     // When successfully connected
     mongoose.connection.on('connected', function () {
+        require('../utils/typeCache');
         logger.info(strings.group('notice').db_connected);
         event.emit('start', { system: 'db' } );
     });",MOved loading type cache to when the db is loaded.,grasshopper-cms_grasshopper-core-nodejs,train,js
1ab387bec42866ae204894f1fc2f0dd7fa3a75c7,"diff --git a/azkaban-common/src/main/java/azkaban/executor/ExecutableNode.java b/azkaban-common/src/main/java/azkaban/executor/ExecutableNode.java
index <HASH>..<HASH> 100644
--- a/azkaban-common/src/main/java/azkaban/executor/ExecutableNode.java
+++ b/azkaban-common/src/main/java/azkaban/executor/ExecutableNode.java
@@ -294,7 +294,9 @@ public class ExecutableNode {
     objMap.put(UPDATETIME_PARAM, this.updateTime);
     objMap.put(TYPE_PARAM, this.type);
     objMap.put(CONDITION_PARAM, this.condition);
-    objMap.put(CONDITION_ON_JOB_STATUS_PARAM, this.conditionOnJobStatus.toString());
+    if (this.conditionOnJobStatus != null) {
+      objMap.put(CONDITION_ON_JOB_STATUS_PARAM, this.conditionOnJobStatus.toString());
+    }
     objMap.put(ATTEMPT_PARAM, this.attempt);
 
     if (this.inNodes != null && !this.inNodes.isEmpty()) {","Fix NPE in ExecutableNode.fillMapFromExecutable() (#<I>)

When loading some old executions (at least in order to finalize them), it's possible that the serialized flow_data doesn't include the conditionOnJobStatus at all.",azkaban_azkaban,train,java
74540422950d69c5351f8b9cd985af85444f4328,"diff --git a/index.js b/index.js
index <HASH>..<HASH> 100755
--- a/index.js
+++ b/index.js
@@ -40,8 +40,10 @@ if ( adobeTarget &&
 
 var targetEngine = String(extendscriptr.targetengine).replace(new RegExp('^[^a-zA-Z_$]|[^0-9a-zA-Z_$]', 'g'), '_');
 
-if ( targetEngine.length > 0) {
-    browserifyPlugins.push([ prependify, '#targetengine ""' + targetEngine + '""\n' ]);
+if (targetEngine !== 'undefined'){
+    if ( targetEngine.length > 0) {
+        browserifyPlugins.push([ prependify, '#targetengine ""' + targetEngine + '""\n' ]);
+    }
 }
 
 var b = browserify({",Added check if the value for -e is undefined,ExtendScript_extendscriptr,train,js
4da1776271b6baff28b8883e48b1af068ebd2b10,"diff --git a/apiserver/allfacades.go b/apiserver/allfacades.go
index <HASH>..<HASH> 100644
--- a/apiserver/allfacades.go
+++ b/apiserver/allfacades.go
@@ -343,8 +343,9 @@ func AllFacades() *facade.Registry {
 	reg(""Secrets"", 1, secrets.NewSecretsAPI)
 	reg(""SecretsManager"", 1, secretsmanager.NewSecretManagerAPI)
 
-	reg(""SSHClient"", 1, sshclient.NewFacade)
-	reg(""SSHClient"", 2, sshclient.NewFacade) // v2 adds AllAddresses() method.
+	reg(""SSHClient"", 1, sshclient.NewFacadeV2)
+	reg(""SSHClient"", 2, sshclient.NewFacadeV2) // v2 adds AllAddresses() method.
+	reg(""SSHClient"", 3, sshclient.NewFacade)   // v3 adds Leader() method.
 
 	reg(""Spaces"", 2, spaces.NewAPIv2)
 	reg(""Spaces"", 3, spaces.NewAPIv3)",Add version 3 of the sshclient facade to introduce Leader().,juju_juju,train,go
1a312198b50bea27c7651ce2fe6a855910cd4c03,"diff --git a/src/Illuminate/Console/Scheduling/ManagesFrequencies.php b/src/Illuminate/Console/Scheduling/ManagesFrequencies.php
index <HASH>..<HASH> 100644
--- a/src/Illuminate/Console/Scheduling/ManagesFrequencies.php
+++ b/src/Illuminate/Console/Scheduling/ManagesFrequencies.php
@@ -338,6 +338,21 @@ trait ManagesFrequencies
     }
 
     /**
+     * Schedule the event to run on the last day of the month
+     *
+     * @param string $time
+     * @return $this
+     */
+    public function monthlyOnLastDay($time = '0:0')
+    {
+        $this->dailyAt($time);
+
+        $lastDayOfMonth = now()->endOfMonth()->day;
+
+        return $this->spliceIntoPosition(3, $lastDayOfMonth);
+    }
+
+    /**
      * Schedule the event to run twice monthly.
      *
      * @param  int  $first",Add monthlyOnLastDay() to ManagesFrequencies,laravel_framework,train,php
e6db16f2c80824ae68d6153b4c85a3b0d36382de,"diff --git a/packages/perspective-viewer/src/js/row.js b/packages/perspective-viewer/src/js/row.js
index <HASH>..<HASH> 100644
--- a/packages/perspective-viewer/src/js/row.js
+++ b/packages/perspective-viewer/src/js/row.js
@@ -103,7 +103,9 @@ class Row extends HTMLElement {
                 }

             }

         });

-        selector.evaluate();

+        if (filter_operand.value === """") {

+            selector.evaluate();

+        }

         filter_operand.focus();

         this._filter_operand.addEventListener(""focus"", () => {

             if (filter_operand.value.trim().length === 0) {",Only open filter completion on creation if operand is empty,finos_perspective,train,js
56a31869f3d9c99ba559623df4687a8f112f8a00,"diff --git a/tdl/map.py b/tdl/map.py
index <HASH>..<HASH> 100644
--- a/tdl/map.py
+++ b/tdl/map.py
@@ -61,6 +61,8 @@ class Map(object):
                
                You can set to this attribute if you want, but you'll typically
                be using it to read the field-of-view of a L{compute_fov} call.
+    
+    @since: 1.5.0
     """"""
 
     class _MapAttribute(object):
@@ -68,7 +70,7 @@ class Map(object):
             self.map = map
             self.bit_index = bit_index
             self.bit = 1 << bit_index
-            self.bit_inverse = 0xFFFF ^ self.bit
+            self.bit_inverse = 0xFF ^ self.bit
             
         def __getitem__(self, key):
             return bool(self.map._array_cdata[key[1]][key[0]] & self.bit)
@@ -160,13 +162,18 @@ class Map(object):
         
     def compute_path(self, start_x, start_y, dest_x, dest_y,
                      diagonal_cost=_math.sqrt(2)):
-        """"""
+        """"""Get the shortest path between two points.
+        
+        The start position is not included in the list.
         
         @type diagnalCost: float
         @param diagnalCost: Multiplier for diagonal movement.
         
                             Can be set to zero to disable diagonal movement
                             entirely.
+        @rtype: [(x, y), ...]
+        @return: Returns a the shortest list of points to get to the destination
+                 position from the starting position
         """"""
         # refresh cdata
         _lib.TDL_map_data_from_buffer(self._map_cdata,",added a few docstings,libtcod_python-tcod,train,py
d9f4a9d8650635c41221eb1f7c20cead962b6f36,"diff --git a/lib/serrano/cnrequest.rb b/lib/serrano/cnrequest.rb
index <HASH>..<HASH> 100644
--- a/lib/serrano/cnrequest.rb
+++ b/lib/serrano/cnrequest.rb
@@ -87,7 +87,7 @@ def make_request(conn, ids, format, style, locale)
     }
   end
 
-  res.body
+  res.body if res.success?
 end
 
 # parser <- cn_types[[self.format]]",Return response body only if status code is success,sckott_serrano,train,rb
f93f4fecfc9307751d0705ca04ad096f27943aad,"diff --git a/doc/conf.py b/doc/conf.py
index <HASH>..<HASH> 100644
--- a/doc/conf.py
+++ b/doc/conf.py
@@ -55,7 +55,7 @@ author = u'Victor Stinner'
 # built documents.
 #
 # The short X.Y version.
-version = release = '0.7.9'
+version = release = '0.7.10'
 
 # The language for content autogenerated by Sphinx. Refer to documentation
 # for a list of supported languages.
diff --git a/perf/__init__.py b/perf/__init__.py
index <HASH>..<HASH> 100644
--- a/perf/__init__.py
+++ b/perf/__init__.py
@@ -1,6 +1,6 @@
 from __future__ import division, print_function, absolute_import
 
-__version__ = '0.7.9'
+__version__ = '0.7.10'
 
 # Clocks
 try:
diff --git a/setup.py b/setup.py
index <HASH>..<HASH> 100644
--- a/setup.py
+++ b/setup.py
@@ -22,7 +22,7 @@
 #  - git commit -a -m ""post-release""
 #  - git push
 
-VERSION = '0.7.9'
+VERSION = '0.7.10'
 
 DESCRIPTION = 'Python module to generate and modify perf'
 CLASSIFIERS = [",post release: set version to <I>,vstinner_perf,train,"py,py,py"
39300bf849731af2a47b4df5275552f21f3b74ca,"diff --git a/tests/test_apps/txnid-selfcheck2/src/txnIdSelfCheck/procedures/ReplicatedUpdateBaseProc.java b/tests/test_apps/txnid-selfcheck2/src/txnIdSelfCheck/procedures/ReplicatedUpdateBaseProc.java
index <HASH>..<HASH> 100644
--- a/tests/test_apps/txnid-selfcheck2/src/txnIdSelfCheck/procedures/ReplicatedUpdateBaseProc.java
+++ b/tests/test_apps/txnid-selfcheck2/src/txnIdSelfCheck/procedures/ReplicatedUpdateBaseProc.java
@@ -29,7 +29,7 @@ import org.voltdb.VoltTable;
 public class ReplicatedUpdateBaseProc extends UpdateBaseProc {
 
     public final SQLStmt r_getCIDData = new SQLStmt(
-            ""SELECT * FROM replicated r INNER JOIN dimension d ON r.cid=d.cid WHERE r.cid = ? ORDER BY cid, rid desc;"");
+            ""SELECT * FROM replicated r INNER JOIN dimension d ON r.cid=d.cid WHERE r.cid = ? ORDER BY r.cid, rid desc;"");
 
     public final SQLStmt r_cleanUp = new SQLStmt(
             ""DELETE FROM replicated WHERE cid = ? and cnt < ?;"");",txnid2: fix additional ambiguous queries,VoltDB_voltdb,train,java
64154bcfe12bfe4df21aab869880cdd17afa2571,"diff --git a/sksurv/svm/minlip.py b/sksurv/svm/minlip.py
index <HASH>..<HASH> 100644
--- a/sksurv/svm/minlip.py
+++ b/sksurv/svm/minlip.py
@@ -15,7 +15,7 @@ __all__ = ['MinlipSurvivalAnalysis', 'HingeLossSurvivalSVM']
 def _check_cvxopt():
     try:
         import cvxopt
-    except ImportError:
+    except ImportError: # pragma: no cover
         raise ImportError(""Please install cvxopt from https://github.com/cvxopt/cvxopt"")
     return cvxopt",Ignore ImportError in coverage,sebp_scikit-survival,train,py
5ada2b9c136fe88fec66f331d03c6b8233cc53ae,"diff --git a/plugins/Zeitgeist/javascripts/ajaxHelper.js b/plugins/Zeitgeist/javascripts/ajaxHelper.js
index <HASH>..<HASH> 100644
--- a/plugins/Zeitgeist/javascripts/ajaxHelper.js
+++ b/plugins/Zeitgeist/javascripts/ajaxHelper.js
@@ -108,10 +108,16 @@ function ajaxHelper() {
 
     /**
      * Base URL used in the AJAX request. Can be set by setUrl.
+     *
+     * It is set to '?' rather than 'index.php?' to increase chances that it works
+     * including for users who have an automatic 301 redirection from index.php? to ?
+     * POST values are missing when there is such 301 redirection. So by by-passing
+     * this 301 redirection, we avoid this issue.
+     *
      * @type {String}
      * @see ajaxHelper.setUrl
      */
-    this.getUrl = 'index.php?';
+    this.getUrl = '?';
 
     /**
      * Params to be passed as GET params","Fixes #<I> Set Base URL used in the AJAX request to `?` instead of `index.php?`

 It is set to '?' rather than 'index.php?' to increase chances that it works
 including for users who have an automatic <I> redirection from index.php? to ?
 POST values are missing when there is such <I> redirection. So by by-passing
 this <I> redirection, we avoid this issue.",matomo-org_matomo,train,js
07856fe62c55c5f0eb293791cde288ee4ff2a324,"diff --git a/jackson/src/test/java/io/norberg/automatter/jackson/AutoMatterModuleTest.java b/jackson/src/test/java/io/norberg/automatter/jackson/AutoMatterModuleTest.java
index <HASH>..<HASH> 100644
--- a/jackson/src/test/java/io/norberg/automatter/jackson/AutoMatterModuleTest.java
+++ b/jackson/src/test/java/io/norberg/automatter/jackson/AutoMatterModuleTest.java
@@ -4,6 +4,7 @@ import static com.fasterxml.jackson.databind.PropertyNamingStrategy.CAMEL_CASE_T
 import static org.hamcrest.core.Is.is;
 import static org.junit.Assert.assertThat;
 
+import com.fasterxml.jackson.core.Version;
 import com.fasterxml.jackson.databind.JsonNode;
 import com.fasterxml.jackson.databind.ObjectMapper;
 import com.fasterxml.jackson.databind.PropertyNamingStrategy;
@@ -39,6 +40,9 @@ public class AutoMatterModuleTest {
 
   @Test
   public void explicitRootType() throws IOException {
+    final Version jacksonVersion = mapper.version();
+    Assume.assumeTrue(
+        jacksonVersion.getMajorVersion() >= 2 && jacksonVersion.getMinorVersion() >= 7);
     final String json = mapper.writerFor(Foo.class).writeValueAsString(FOO);
     final Foo parsed = mapper.readValue(json, Foo.class);
     assertThat(parsed, is(FOO));",only test for jackson >= <I>,danielnorberg_auto-matter,train,java
b71e8e3f4f02f8d8cf82f7400fe3c3293b8f0de0,"diff --git a/code/SitemapPage.php b/code/SitemapPage.php
index <HASH>..<HASH> 100755
--- a/code/SitemapPage.php
+++ b/code/SitemapPage.php
@@ -93,12 +93,13 @@ class SitemapPage extends Page {
 	 */
 	public function getRootPages() {
 		switch($this->PagesToDisplay) {
-			case 'All':
-				return DataObject::get('SiteTree', '""ParentID"" = 0 AND ""ShowInMenus"" = 1');
 			case 'ChildrenOf':
 				return DataObject::get('SiteTree', ""\""ParentID\"" = $this->ParentPageID AND \""ShowInMenus\"" = 1"");
 			case 'Selected':
 				return $this->PagesToShow('""ShowInMenus"" = 1');
+			case 'All':
+			default:
+				return DataObject::get('SiteTree', '""ParentID"" = 0 AND ""ShowInMenus"" = 1');
 		}
 	}",BUGFIX: Fixed an edge case where no PagesToDisplay value was set.,symbiote_silverstripe-sitemap,train,php
de8923e85f49f09501e52bf73b07d4b3949e37fa,"diff --git a/scripts/generate.js b/scripts/generate.js
index <HASH>..<HASH> 100755
--- a/scripts/generate.js
+++ b/scripts/generate.js
@@ -10,8 +10,8 @@ const swaggerConfigFilename = `config.json`;
 cd(rootFolder);
 
 // Download latest spec from the API
-// exec(`rm -f ${specFilename}`);
-// exec(`wget https://api.youneedabudget.com/papi/${specFilename}`);
+exec(`rm -f ${specFilename}`);
+exec(`wget https://api.youneedabudget.com/papi/${specFilename}`);
 
 // Update config file with latest package info
 const package = require(""../package.json"");",Uncomment wget spec,ynab_ynab-sdk-js,train,js
5fc8005c836394cd605cd2140c06defe3d1f48e0,"diff --git a/backbone.js b/backbone.js
index <HASH>..<HASH> 100644
--- a/backbone.js
+++ b/backbone.js
@@ -1268,7 +1268,7 @@
         var attrs = _.extend({}, getValue(this, 'attributes'));
         if (this.id) attrs.id = this.id;
         if (this.className) attrs['class'] = this.className;
-        this.setElement(this.make(this.tagName, attrs), false);
+        this.setElement(this.make(getValue(this, 'tagName'), attrs), false);
       } else {
         this.setElement(this.el, false);
       }
diff --git a/test/view.js b/test/view.js
index <HASH>..<HASH> 100644
--- a/test/view.js
+++ b/test/view.js
@@ -217,8 +217,13 @@ $(document).ready(function() {
   test(""Clone attributes object"", function() {
     var View = Backbone.View.extend({attributes: {foo: 'bar'}});
     var v1 = new View({id: 'foo'});
-    ok(v1.el.id === 'foo');
+    strictEqual(v1.el.id, 'foo');
     var v2 = new View();
     ok(!v2.el.id);
   });
+
+  test(""#1228 - tagName can be provided as a function"", function() {
+    var View = Backbone.View.extend({tagName: function(){ return 'p'; }});
+    ok(new View().$el.is('p'));
+  });
 });",Fix #<I> - tagName can be provided as a function.,jashkenas_backbone,train,"js,js"
3a7881379a28e47dbd0afcb429bcf3f10a5297ba,"diff --git a/packages/babel-core/test/api.js b/packages/babel-core/test/api.js
index <HASH>..<HASH> 100644
--- a/packages/babel-core/test/api.js
+++ b/packages/babel-core/test/api.js
@@ -259,7 +259,7 @@ describe(""api"", function() {
 
     expect(aliasBaseType).toBe(""NumberTypeAnnotation"");
 
-    expect(result.code).toEqual(""var x = function x(y) {\n  return y;\n};"");
+    expect(result.code).toBe(""var x = function x(y) {\n  return y;\n};"");
 
     // 2. passPerPreset: false
 
@@ -269,7 +269,7 @@ describe(""api"", function() {
 
     expect(aliasBaseType).toBeNull();
 
-    expect(result.code).toEqual(""var x = function x(y) {\n  return y;\n};"");
+    expect(result.code).toBe(""var x = function x(y) {\n  return y;\n};"");
   });
 
   it(""complex plugin and preset ordering"", function() {",jest: ToEqual -> toBe,babel_babel,train,js
3e6224acee710b2c984afbbc92160e5e287b365d,"diff --git a/manifest.php b/manifest.php
index <HASH>..<HASH> 100755
--- a/manifest.php
+++ b/manifest.php
@@ -31,7 +31,7 @@ return array(
     'label' => 'Core',
     'description' => 'Core extension, provide the low level framework and an API to manage ontologies',
     'license' => 'GPL-2.0',
-    'version' => '2.27.1',
+    'version' => '2.28.0',
     'author' => 'Open Assessment Technologies, CRP Henri Tudor',
     'requires' => array(),
     'models' => array(
diff --git a/scripts/update/Updater.php b/scripts/update/Updater.php
index <HASH>..<HASH> 100644
--- a/scripts/update/Updater.php
+++ b/scripts/update/Updater.php
@@ -209,7 +209,7 @@ class Updater extends \common_ext_ExtensionUpdater {
             $this->setVersion('2.20.0');
         }
 
-        $this->skip('2.20.0', '2.27.1');
+        $this->skip('2.20.0', '2.28.0');
     }
     
     private function getReadableModelIds() {",Updated version to <I>,oat-sa_generis,train,"php,php"
d1c6afad432f515905060aa164639b561b71344a,"diff --git a/tcconfig/_docker.py b/tcconfig/_docker.py
index <HASH>..<HASH> 100644
--- a/tcconfig/_docker.py
+++ b/tcconfig/_docker.py
@@ -48,7 +48,7 @@ class DockerClient(object):
         return Path(""/var/run/netns"")
 
     def __init__(self, tc_command_output=TcCommandOutput.NOT_SET):
-        self.__client = APIClient()
+        self.__client = APIClient(version=""auto"")
         self.__host_name = os.uname()[1]
         self.__tc_command_output = tc_command_output","Avoid an error caused by version mismatch of docker client and server

Add the version specifier to the APIClient constructor with
the auto value. #<I>",thombashi_tcconfig,train,py
e03677415b4f3bbf0c8da9bca00df87bafded4af,"diff --git a/plenum/client/wallet.py b/plenum/client/wallet.py
index <HASH>..<HASH> 100644
--- a/plenum/client/wallet.py
+++ b/plenum/client/wallet.py
@@ -424,6 +424,9 @@ class WalletCompatibilityBackend(JSONBackend):
     to the current version.
     """"""
 
+    def _getUpToDateClassName(self, pickledClassName):
+        return pickledClassName.replace('sovrin_client', 'indy_client')
+
     def decode(self, string):
         raw = super().decode(string)
         # Note that backend.decode may be called not only for the whole object
@@ -434,7 +437,7 @@ class WalletCompatibilityBackend(JSONBackend):
         # a wallet class supporting backward compatibility
         if isinstance(raw, dict) and tags.OBJECT in raw:
             clsName = raw[tags.OBJECT]
-            cls = loadclass(clsName)
+            cls = loadclass(self._getUpToDateClassName(clsName))
             if hasattr(cls, 'makeRawCompatible') \
                     and callable(getattr(cls, 'makeRawCompatible')):
                 cls.makeRawCompatible(raw)","INDY-<I>: Wallet migration for rebranding (#<I>)

Supported wallet migration for rebranding",hyperledger_indy-plenum,train,py
5b31b32116a9d97055990d7f350689c5d1f5fd98,"diff --git a/specs/tests.js b/specs/tests.js
index <HASH>..<HASH> 100644
--- a/specs/tests.js
+++ b/specs/tests.js
@@ -12,7 +12,7 @@ describe('pRequest', () => {
       .then((response) => {
         expect(response).to.be.an('object');
         expect(response).to.have.property('full_name', 'cjus/umf');
-        expect(response).to.have.deep.property('owner.login', 'cjus');
+        expect(response).to.have.nested.property('owner.login', 'cjus');
         done();
       });
   });",fix test for new version of chai,flywheelsports_fwsp-prequest,train,js
9ee1a1ff979169f213c06ab7c8ae8dce66f15da5,"diff --git a/lib/reda/importers/iris_syscal_pro.py b/lib/reda/importers/iris_syscal_pro.py
index <HASH>..<HASH> 100644
--- a/lib/reda/importers/iris_syscal_pro.py
+++ b/lib/reda/importers/iris_syscal_pro.py
@@ -206,6 +206,14 @@ def import_bin(filename, **kwargs):
             print('WARNING: Measurement numbers do not start with 0 ' +
                   '(did you download ALL data?)')
 
+        # check that all measurement numbers increase by one
+        if not np.all(np.diff(data_raw['measurement_num'])) == 1:
+            print(
+                'WARNING '
+                'Measurement numbers are not consecutive. '
+                'Perhaps the first measurement belongs to another measurement?'
+            )
+
         # now check if there is a jump in measurement numbers somewhere
         # ignore first entry as this will always be nan
         diff = data_raw['measurement_num'].diff()[1:]
@@ -215,6 +223,7 @@ def import_bin(filename, **kwargs):
             print('Removing all subsequent data points')
             data_raw = data_raw.iloc[0:jump[1], :]
 
+
     if data_raw.shape[0] == 0:
         # no data present, return a bare DataFrame
         return pd.DataFrame(columns=['a', 'b', 'm', 'n', 'r']), None, None",[syscal binary import] check for consecutive measurement numbers,geophysics-ubonn_reda,train,py
9a70f7b690f66c501e9e1c79aa7a2dbf6ffb7e08,"diff --git a/middleware/asset_compiler/asset-minifier.js b/middleware/asset_compiler/asset-minifier.js
index <HASH>..<HASH> 100644
--- a/middleware/asset_compiler/asset-minifier.js
+++ b/middleware/asset_compiler/asset-minifier.js
@@ -15,7 +15,7 @@ var minifyTargets = Object.keys(config.minify);
 
 var compiler = new Multi({
   getSource: function(f, target, callback) {
-    file = app.fullPath('public/' + f);
+    var file = app.fullPath('public/' + f);
     var ext = getExt(file);
     var source = fs.readFileSync(file, 'utf8').toString();
     source = app.applyFilters('asset_compiler_minify_source', source, ext, f);","Lint refactor

[ci skip]",derdesign_protos,train,js
dd38eae0377cc21e9a27ae39d5269e55c2170702,"diff --git a/girder/models/upload.py b/girder/models/upload.py
index <HASH>..<HASH> 100644
--- a/girder/models/upload.py
+++ b/girder/models/upload.py
@@ -81,7 +81,7 @@ class Upload(Model):
             unspecified, the current assetstore is used.
         :type reference: str
         :param attachParent: if True, instead of creating an item within the
-            parent or giving the file an itemID, set itemID to None and set
+            parent or giving the file an itemId, set itemId to None and set
             attachedToType and attachedToId instead (using the values passed in
             parentType and parent).  This is intended for files that shouldn't
             appear as direct children of the parent, but are still associated
@@ -311,7 +311,7 @@ class Upload(Model):
         :param assetstore: An optional assetstore to use to store the file.  If
             unspecified, the current assetstore is used.
         :param attachParent: if True, instead of creating an item within the
-            parent or giving the file an itemID, set itemID to None and set
+            parent or giving the file an itemId, set itemId to None and set
             attachedToType and attachedToId instead (using the values passed in
             parentType and parent).  This is intended for files that shouldn't
             appear as direct children of the parent, but are still associated",Fix casing within a comment.,girder_girder,train,py
2f382ced5e90de325d93eb26385e145c90da4ecc,"diff --git a/Gruntfile.js b/Gruntfile.js
index <HASH>..<HASH> 100644
--- a/Gruntfile.js
+++ b/Gruntfile.js
@@ -8,7 +8,7 @@ module.exports = function(grunt) {
                 configFile: 'eslint_ecma5.json',
                 reset: true
             },
-            target: ['lib/**']
+            target: ['lib/**', 'test/**', 'Gruntfile.js', 'index.js']
         },
         pkg: grunt.file.readJSON('package.json'),
 	    browserify: {
@@ -45,4 +45,4 @@ module.exports = function(grunt) {
 	    'eslint',
 	    'watch'
     ]);
-}
\ No newline at end of file
+}",Adding missing eslint targets,OnzCoin_onz-js,train,js
